HSCode,Commodity,Value,Date
50,SILK,13.08,9/1/2012
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",15.48,9/1/2012
52,COTTON.,412.9,9/1/2012
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,30.96,9/1/2012
54,MAN-MADE FILAMENTS.,195.29,9/1/2012
55,MAN-MADE STAPLE FIBRES.,161.18,9/1/2012
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",25.14,9/1/2012
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,114.44,9/1/2012
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,22.94,9/1/2012
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",13.68,9/1/2012
60,KNITTED OR CROCHETED FABRICS.,16.88,9/1/2012
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",440.32,9/1/2012
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",533.4,9/1/2012
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,363.94,9/1/2012
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",155.97,9/1/2012
65,HEADGEAR AND PARTS THEREOF.,4.81,9/1/2012
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.15,9/1/2012
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,20.57,9/1/2012
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",101.24,9/1/2012
69,CERAMIC PRODUCTS.,33.24,9/1/2012
70,GLASS AND GLASSWARE.,60.9,9/1/2012
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","4,178.13",9/1/2012
72,IRON AND STEEL,682.23,9/1/2012
73,ARTICLES OF IRON OR STEEL,680.23,9/1/2012
74,COPPER AND ARTICLES THEREOF.,247.35,9/1/2012
75,NICKEL AND ARTICLES THEREOF.,11.41,9/1/2012
76,ALUMINIUM AND ARTICLES THEREOF.,131.86,9/1/2012
78,LEAD AND ARTICLES THEREOF.,7.71,9/1/2012
79,ZINC AND ARTICLES THEREOF.,45.85,9/1/2012
80,TIN AND ARTICLES THEREOF.,0.73,9/1/2012
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,5.91,9/1/2012
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",70.85,9/1/2012
83,MISCELLANEOUS ARTICLES OF BASE METAL.,38.57,9/1/2012
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",995.36,9/1/2012
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",980.24,9/1/2012
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",13.59,9/1/2012
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.","1,047.21",9/1/2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",154,9/1/2012
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",29.3,9/1/2012
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",169.98,9/1/2012
91,CLOCKS AND WATCHES AND PARTS THEREOF.,6.33,9/1/2012
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.61,9/1/2012
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,2.39,9/1/2012
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",74.7,9/1/2012
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",18.89,9/1/2012
96,MISCELLANEOUS MANUFACTURED ARTICLES.,40.48,9/1/2012
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,17.32,9/1/2012
98,PROJECT GOODS; SOME SPECIAL USES.,15.52,9/1/2012
99,MISCELLANEOUS GOODS.,272.14,9/1/2012
1,LIVE ANIMALS.,1.16,10/1/2012
2,MEAT AND EDIBLE MEAT OFFAL.,271.27,10/1/2012
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",424.13,10/1/2012
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",38.44,10/1/2012
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",10.77,10/1/2012
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,6.55,10/1/2012
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,94.82,10/1/2012
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,83.81,10/1/2012
9,"COFFEE, TEA, MATE AND SPICES.",208.51,10/1/2012
10,CEREALS.,725.91,10/1/2012
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,18.62,10/1/2012
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",73.02,10/1/2012
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",154.07,10/1/2012
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,4.14,10/1/2012
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,51.45,10/1/2012
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",11.12,10/1/2012
17,SUGARS AND SUGAR CONFECTIONERY.,49.21,10/1/2012
18,COCOA AND COCOA PREPARATIONS.,5.21,10/1/2012
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",31.78,10/1/2012
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",32.94,10/1/2012
21,MISCELLANEOUS EDIBLE PREPARATIONS.,43.34,10/1/2012
22,"BEVERAGES, SPIRITS AND VINEGAR.",30.84,10/1/2012
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,181.03,10/1/2012
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,72.97,10/1/2012
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",139.13,10/1/2012
26,"ORES, SLAG AND ASH.",87.71,10/1/2012
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","6,229.07",10/1/2012
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",118.7,10/1/2012
29,ORGANIC CHEMICALS,945.9,10/1/2012
30,PHARMACEUTICAL PRODUCTS,802.7,10/1/2012
31,FERTILISERS.,5.71,10/1/2012
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",161.31,10/1/2012
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",118.34,10/1/2012
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",40.73,10/1/2012
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,23.07,10/1/2012
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,8.74,10/1/2012
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,2.42,10/1/2012
38,MISCELLANEOUS CHEMICAL PRODUCTS.,230.13,10/1/2012
39,PLASTIC AND ARTICLES THEREOF.,434.64,10/1/2012
40,RUBBER AND ARTICLES THEREOF.,210.59,10/1/2012
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,91.13,10/1/2012
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",172.37,10/1/2012
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0,10/1/2012
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,20.43,10/1/2012
45,CORK AND ARTICLES OF CORK.,0.17,10/1/2012
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.21,10/1/2012
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.02,10/1/2012
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",78.2,10/1/2012
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",35.17,10/1/2012
50,SILK,12.61,10/1/2012
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",11.71,10/1/2012
52,COTTON.,459.08,10/1/2012
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,24.64,10/1/2012
54,MAN-MADE FILAMENTS.,179.24,10/1/2012
55,MAN-MADE STAPLE FIBRES.,147.8,10/1/2012
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",23.91,10/1/2012
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,124.78,10/1/2012
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,23.04,10/1/2012
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",15.85,10/1/2012
60,KNITTED OR CROCHETED FABRICS.,17.53,10/1/2012
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",426.16,10/1/2012
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",485.47,10/1/2012
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,341.58,10/1/2012
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",142.75,10/1/2012
65,HEADGEAR AND PARTS THEREOF.,3.53,10/1/2012
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.09,10/1/2012
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,21.76,10/1/2012
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",89.52,10/1/2012
69,CERAMIC PRODUCTS.,35.67,10/1/2012
70,GLASS AND GLASSWARE.,54.74,10/1/2012
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","3,524.30",10/1/2012
72,IRON AND STEEL,558.77,10/1/2012
73,ARTICLES OF IRON OR STEEL,619.95,10/1/2012
74,COPPER AND ARTICLES THEREOF.,282.3,10/1/2012
75,NICKEL AND ARTICLES THEREOF.,56.22,10/1/2012
76,ALUMINIUM AND ARTICLES THEREOF.,103.05,10/1/2012
78,LEAD AND ARTICLES THEREOF.,9.97,10/1/2012
79,ZINC AND ARTICLES THEREOF.,27.57,10/1/2012
80,TIN AND ARTICLES THEREOF.,0.49,10/1/2012
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,10.79,10/1/2012
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",63.89,10/1/2012
83,MISCELLANEOUS ARTICLES OF BASE METAL.,35.98,10/1/2012
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",852.57,10/1/2012
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",917.49,10/1/2012
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",4.59,10/1/2012
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",976.16,10/1/2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",91.71,10/1/2012
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",37.86,10/1/2012
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",162.81,10/1/2012
91,CLOCKS AND WATCHES AND PARTS THEREOF.,7.4,10/1/2012
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.42,10/1/2012
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,2.92,10/1/2012
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",76.53,10/1/2012
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",18.15,10/1/2012
96,MISCELLANEOUS MANUFACTURED ARTICLES.,35,10/1/2012
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,12.19,10/1/2012
98,PROJECT GOODS; SOME SPECIAL USES.,2.93,10/1/2012
99,MISCELLANEOUS GOODS.,316.3,10/1/2012
1,LIVE ANIMALS.,1.09,11/1/2012
2,MEAT AND EDIBLE MEAT OFFAL.,298.81,11/1/2012
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",353.17,11/1/2012
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",29.79,11/1/2012
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",12.11,11/1/2012
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,5.24,11/1/2012
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,76.63,11/1/2012
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,91.6,11/1/2012
9,"COFFEE, TEA, MATE AND SPICES.",173.41,11/1/2012
10,CEREALS.,718.73,11/1/2012
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,16.86,11/1/2012
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",113.58,11/1/2012
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",153.59,11/1/2012
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,3.06,11/1/2012
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,59.57,11/1/2012
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",10.62,11/1/2012
17,SUGARS AND SUGAR CONFECTIONERY.,42.65,11/1/2012
18,COCOA AND COCOA PREPARATIONS.,4.31,11/1/2012
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",29.91,11/1/2012
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",27.74,11/1/2012
21,MISCELLANEOUS EDIBLE PREPARATIONS.,36.83,11/1/2012
22,"BEVERAGES, SPIRITS AND VINEGAR.",27.42,11/1/2012
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,442.85,11/1/2012
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,72.37,11/1/2012
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",132.27,11/1/2012
26,"ORES, SLAG AND ASH.",98.24,11/1/2012
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","5,422.36",11/1/2012
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",94.8,11/1/2012
29,ORGANIC CHEMICALS,992.49,11/1/2012
30,PHARMACEUTICAL PRODUCTS,828.66,11/1/2012
31,FERTILISERS.,7.06,11/1/2012
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",148.82,11/1/2012
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",111.4,11/1/2012
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",37.53,11/1/2012
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,20.6,11/1/2012
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,5.66,11/1/2012
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,2.68,11/1/2012
38,MISCELLANEOUS CHEMICAL PRODUCTS.,224.54,11/1/2012
39,PLASTIC AND ARTICLES THEREOF.,392.71,11/1/2012
40,RUBBER AND ARTICLES THEREOF.,205.21,11/1/2012
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,85.21,11/1/2012
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",152.73,11/1/2012
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,11/1/2012
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,23.26,11/1/2012
45,CORK AND ARTICLES OF CORK.,0.28,11/1/2012
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.24,11/1/2012
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.01,11/1/2012
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",70.05,11/1/2012
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",24.07,11/1/2012
50,SILK,11.96,11/1/2012
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",10.1,11/1/2012
52,COTTON.,668.03,11/1/2012
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,24.18,11/1/2012
54,MAN-MADE FILAMENTS.,146.47,11/1/2012
55,MAN-MADE STAPLE FIBRES.,140.57,11/1/2012
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",22.19,11/1/2012
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,121.33,11/1/2012
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,21.11,11/1/2012
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",11.93,11/1/2012
60,KNITTED OR CROCHETED FABRICS.,17.31,11/1/2012
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",393.63,11/1/2012
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",475.21,11/1/2012
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,278.13,11/1/2012
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",138.51,11/1/2012
65,HEADGEAR AND PARTS THEREOF.,3.26,11/1/2012
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.19,11/1/2012
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,24.51,11/1/2012
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",76.32,11/1/2012
69,CERAMIC PRODUCTS.,33.93,11/1/2012
70,GLASS AND GLASSWARE.,41.21,11/1/2012
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","3,023.39",11/1/2012
72,IRON AND STEEL,562.4,11/1/2012
73,ARTICLES OF IRON OR STEEL,561.93,11/1/2012
74,COPPER AND ARTICLES THEREOF.,219.81,11/1/2012
75,NICKEL AND ARTICLES THEREOF.,18.96,11/1/2012
76,ALUMINIUM AND ARTICLES THEREOF.,106.73,11/1/2012
78,LEAD AND ARTICLES THEREOF.,6.77,11/1/2012
79,ZINC AND ARTICLES THEREOF.,36.55,11/1/2012
80,TIN AND ARTICLES THEREOF.,0.33,11/1/2012
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,5.17,11/1/2012
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",60.45,11/1/2012
83,MISCELLANEOUS ARTICLES OF BASE METAL.,31.61,11/1/2012
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",880.38,11/1/2012
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",934.4,11/1/2012
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",8.03,11/1/2012
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",958.32,11/1/2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",165.68,11/1/2012
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",242.74,11/1/2012
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",142.62,11/1/2012
91,CLOCKS AND WATCHES AND PARTS THEREOF.,6.48,11/1/2012
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.87,11/1/2012
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,2.74,11/1/2012
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",75.36,11/1/2012
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",15.5,11/1/2012
96,MISCELLANEOUS MANUFACTURED ARTICLES.,34.11,11/1/2012
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,9.28,11/1/2012
98,PROJECT GOODS; SOME SPECIAL USES.,3.53,11/1/2012
99,MISCELLANEOUS GOODS.,593.51,11/1/2012
1,LIVE ANIMALS.,0.95,12/1/2012
2,MEAT AND EDIBLE MEAT OFFAL.,350.57,12/1/2012
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",310.29,12/1/2012
