Date,HSCode,Commodity_x,Import_Value,Commodity_y,Export_Value
2013-12-01,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.18,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,6.25
2013-12-01,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,911.46,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,75.66
2013-12-01,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.33,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",10.25
2013-12-01,17,SUGARS AND SUGAR CONFECTIONERY.,7.32,SUGARS AND SUGAR CONFECTIONERY.,175.52
2013-12-01,18,COCOA AND COCOA PREPARATIONS.,15.84,COCOA AND COCOA PREPARATIONS.,8.97
2013-12-01,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",3.57,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",40.67
2013-12-01,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",5.09,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",37.82
2013-12-01,21,MISCELLANEOUS EDIBLE PREPARATIONS.,8.74,MISCELLANEOUS EDIBLE PREPARATIONS.,44.27
2013-12-01,22,"BEVERAGES, SPIRITS AND VINEGAR.",52.22,"BEVERAGES, SPIRITS AND VINEGAR.",31.31
2013-12-01,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,18.81,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,395.02
2013-12-01,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,5.55,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,67.79
2013-12-01,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",218.58,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",162.24
2013-12-01,26,"ORES, SLAG AND ASH.",405.4,"ORES, SLAG AND ASH.",171.7
2013-12-01,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",15433.25,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",4998.41
2013-12-01,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",412.98,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",127.27
2013-12-01,29,ORGANIC CHEMICALS,1359.55,ORGANIC CHEMICALS,1061.88
2013-12-01,30,PHARMACEUTICAL PRODUCTS,132.75,PHARMACEUTICAL PRODUCTS,965.72
2013-12-01,31,FERTILISERS.,403.56,FERTILISERS.,4.08
2013-12-01,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",121.7,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",225.79
2013-12-01,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",45.66,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",107.7
2013-12-01,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",49.54,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",46.15
2013-12-01,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,27.52,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,33.3
2013-12-01,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.19,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,7.36
2013-12-01,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,20.52,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,2.35
2013-12-01,38,MISCELLANEOUS CHEMICAL PRODUCTS.,275.35,MISCELLANEOUS CHEMICAL PRODUCTS.,279.54
2013-12-01,39,PLASTIC AND ARTICLES THEREOF.,793.87,PLASTIC AND ARTICLES THEREOF.,553.7
2013-12-01,40,RUBBER AND ARTICLES THEREOF.,269.17,RUBBER AND ARTICLES THEREOF.,242.69
2013-12-01,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,42.69,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,115.31
2013-12-01,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",26.04,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",207.79
2013-12-01,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.24,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.02
2013-12-01,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,217.25,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,26.38
2013-12-01,45,CORK AND ARTICLES OF CORK.,0.56,CORK AND ARTICLES OF CORK.,0.3
2013-12-01,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.16,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.16
2013-12-01,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,121.51,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.01
2013-12-01,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",201.82,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",93.34
2013-12-01,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",57.9,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",19.9
2013-12-01,50,SILK,18.33,SILK,13.33
2013-12-01,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",30.67,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",14.05
2013-12-01,52,COTTON.,32.02,COTTON.,1311.59
2013-12-01,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,24.55,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,26.44
2013-12-01,54,MAN-MADE FILAMENTS.,63.21,MAN-MADE FILAMENTS.,218.29
2013-12-01,55,MAN-MADE STAPLE FIBRES.,47.19,MAN-MADE STAPLE FIBRES.,180.16
2013-12-01,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",16.03,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",31.15
2013-12-01,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,6.16,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,140.99
2013-12-01,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,14.72,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,30.61
2013-12-01,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",64.58,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",20.09
2013-12-01,60,KNITTED OR CROCHETED FABRICS.,32.22,KNITTED OR CROCHETED FABRICS.,21.04
2013-12-01,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",15.1,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",575.77
2013-12-01,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",21.39,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",671.61
2013-12-01,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,34.99,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,383.49
2013-12-01,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",32.65,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",234.23
2013-12-01,65,HEADGEAR AND PARTS THEREOF.,1.01,HEADGEAR AND PARTS THEREOF.,3.36
2013-12-01,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",1.36,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.18
2013-12-01,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.77,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,32.62
2013-12-01,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",40.02,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",104.47
2013-12-01,69,CERAMIC PRODUCTS.,46.12,CERAMIC PRODUCTS.,35.74
2013-12-01,70,GLASS AND GLASSWARE.,58.43,GLASS AND GLASSWARE.,56.46
2013-12-01,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",4036.29,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2719.96
2013-12-01,72,IRON AND STEEL,709.18,IRON AND STEEL,922.76
2013-12-01,73,ARTICLES OF IRON OR STEEL,305.92,ARTICLES OF IRON OR STEEL,572.02
2013-12-01,74,COPPER AND ARTICLES THEREOF.,212.41,COPPER AND ARTICLES THEREOF.,350.61
2013-12-01,75,NICKEL AND ARTICLES THEREOF.,102.66,NICKEL AND ARTICLES THEREOF.,17.14
2013-12-01,76,ALUMINIUM AND ARTICLES THEREOF.,245.98,ALUMINIUM AND ARTICLES THEREOF.,211.06
2013-12-01,78,LEAD AND ARTICLES THEREOF.,26.49,LEAD AND ARTICLES THEREOF.,20.21
2013-12-01,79,ZINC AND ARTICLES THEREOF.,24.41,ZINC AND ARTICLES THEREOF.,38.08
2013-12-01,80,TIN AND ARTICLES THEREOF.,9.94,TIN AND ARTICLES THEREOF.,3.08
2013-12-01,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,22.66,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,4.88
2013-12-01,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",88.17,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",72.14
2013-12-01,83,MISCELLANEOUS ARTICLES OF BASE METAL.,57.47,MISCELLANEOUS ARTICLES OF BASE METAL.,38.65
2013-12-01,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2506.5,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1121.87
2013-12-01,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",2356.95,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",853.14
2013-12-01,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",18.74,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",7.69
2013-12-01,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",359.82,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",1156.31
2013-12-01,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",378.72,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",436.03
2013-12-01,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",779.25,"SHIPS, BOATS AND FLOATING STRUCTURES.",116.6
2013-12-01,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",577.73,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",189.58
2013-12-01,91,CLOCKS AND WATCHES AND PARTS THEREOF.,28.83,CLOCKS AND WATCHES AND PARTS THEREOF.,6.99
2013-12-01,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.0,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.1
2013-12-01,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.96,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,4.45
2013-12-01,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",93.49,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",86.25
2013-12-01,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",45.8,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",21.3
2013-12-01,96,MISCELLANEOUS MANUFACTURED ARTICLES.,35.0,MISCELLANEOUS MANUFACTURED ARTICLES.,40.79
2013-12-01,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2.0,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,10.02
2013-12-01,98,PROJECT GOODS; SOME SPECIAL USES.,330.34,PROJECT GOODS; SOME SPECIAL USES.,10.1
2013-12-01,99,MISCELLANEOUS GOODS.,426.0,MISCELLANEOUS GOODS.,47.21
2014-01-01,1,LIVE ANIMALS.,1.62,LIVE ANIMALS.,1.11
2014-01-01,2,MEAT AND EDIBLE MEAT OFFAL.,0.14,MEAT AND EDIBLE MEAT OFFAL.,369.27
2014-01-01,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",6.76,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",335.63
2014-01-01,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",2.44,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",83.1
2014-01-01,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",4.21,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",14.67
2014-01-01,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.22,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,5.81
2014-01-01,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,184.91,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,99.14
2014-01-01,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,151.17,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,131.34
2014-01-01,9,"COFFEE, TEA, MATE AND SPICES.",51.36,"COFFEE, TEA, MATE AND SPICES.",217.54
2014-01-01,10,CEREALS.,1.93,CEREALS.,980.1
2014-01-01,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,4.01,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,23.27
2014-01-01,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",41.18,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",150.07
2014-01-01,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",15.25,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",180.23
2014-01-01,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.5,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,6.53
2014-01-01,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,926.9,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,62.59
2014-01-01,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.46,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",8.96
2014-01-01,17,SUGARS AND SUGAR CONFECTIONERY.,8.56,SUGARS AND SUGAR CONFECTIONERY.,155.96
2014-01-01,18,COCOA AND COCOA PREPARATIONS.,19.21,COCOA AND COCOA PREPARATIONS.,9.8
2014-01-01,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",3.96,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",40.48
2014-01-01,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",7.19,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",39.89
2014-01-01,21,MISCELLANEOUS EDIBLE PREPARATIONS.,8.41,MISCELLANEOUS EDIBLE PREPARATIONS.,41.38
2014-01-01,22,"BEVERAGES, SPIRITS AND VINEGAR.",35.59,"BEVERAGES, SPIRITS AND VINEGAR.",32.46
2014-01-01,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,21.95,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,335.13
2014-01-01,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,6.85,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,62.13
2014-01-01,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",207.34,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",186.77
2014-01-01,26,"ORES, SLAG AND ASH.",840.36,"ORES, SLAG AND ASH.",176.44
2014-01-01,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",14704.29,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",4713.19
2014-01-01,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",363.88,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",128.48
2014-01-01,29,ORGANIC CHEMICALS,1553.64,ORGANIC CHEMICALS,1109.96
2014-01-01,30,PHARMACEUTICAL PRODUCTS,92.41,PHARMACEUTICAL PRODUCTS,946.13
2014-01-01,31,FERTILISERS.,320.09,FERTILISERS.,3.98
2014-01-01,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",133.99,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",229.26
2014-01-01,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",50.58,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",105.46
2014-01-01,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",50.85,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",43.53
2014-01-01,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,29.46,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,29.41
2014-01-01,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.55,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,6.28
2014-01-01,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,23.63,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,1.75
2014-01-01,38,MISCELLANEOUS CHEMICAL PRODUCTS.,305.1,MISCELLANEOUS CHEMICAL PRODUCTS.,256.86
2014-01-01,39,PLASTIC AND ARTICLES THEREOF.,889.06,PLASTIC AND ARTICLES THEREOF.,469.94
2014-01-01,40,RUBBER AND ARTICLES THEREOF.,282.81,RUBBER AND ARTICLES THEREOF.,227.14
2014-01-01,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,47.46,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,93.04
2014-01-01,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",26.35,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",225.04
2014-01-01,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.16,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.19
2014-01-01,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,247.02,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,34.5
2014-01-01,45,CORK AND ARTICLES OF CORK.,0.56,CORK AND ARTICLES OF CORK.,0.15
2014-01-01,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.17,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.23
