Date,HSCode,Commodity_x,Import_Value,Commodity_y,Export_Value
2007-02-01,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",18.45,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",11.71
2007-02-01,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,7.59,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,16.1
2007-02-01,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.3,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2.84
2007-02-01,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,21.73,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,1.82
2007-02-01,38,MISCELLANEOUS CHEMICAL PRODUCTS.,107.17,MISCELLANEOUS CHEMICAL PRODUCTS.,111.01
2007-02-01,39,PLASTIC AND ARTICLES THEREOF.,240.6,PLASTIC AND ARTICLES THEREOF.,222.86
2007-02-01,40,RUBBER AND ARTICLES THEREOF.,107.96,RUBBER AND ARTICLES THEREOF.,88.1
2007-02-01,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,27.91,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,57.64
2007-02-01,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",4.59,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",101.6
2007-02-01,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.11,,
2007-02-01,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,92.29,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,11.69
2007-02-01,45,CORK AND ARTICLES OF CORK.,0.25,CORK AND ARTICLES OF CORK.,0.15
2007-02-01,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.02,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.62
2007-02-01,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,52.87,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.02
2007-02-01,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",74.22,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",32.6
2007-02-01,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",41.38,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",22.98
2007-02-01,50,SILK,30.08,SILK,32.24
2007-02-01,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",20.72,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",6.42
2007-02-01,52,COTTON.,38.14,COTTON.,491.73
2007-02-01,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,7.53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,5.16
2007-02-01,54,MAN-MADE FILAMENTS.,25.9,MAN-MADE FILAMENTS.,94.07
2007-02-01,55,MAN-MADE STAPLE FIBRES.,13.8,MAN-MADE STAPLE FIBRES.,100.71
2007-02-01,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",6.59,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",9.77
2007-02-01,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,3.63,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,90.36
2007-02-01,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,5.74,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,15.55
2007-02-01,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",29.84,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",8.22
2007-02-01,60,KNITTED OR CROCHETED FABRICS.,8.69,KNITTED OR CROCHETED FABRICS.,5.98
2007-02-01,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",3.09,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",292.59
2007-02-01,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",4.99,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",536.0
2007-02-01,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,8.8,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,174.44
2007-02-01,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",9.98,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",130.22
2007-02-01,65,HEADGEAR AND PARTS THEREOF.,0.2,HEADGEAR AND PARTS THEREOF.,1.02
2007-02-01,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.82,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.13
2007-02-01,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.37,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,13.4
2007-02-01,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",16.88,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",63.73
2007-02-01,69,CERAMIC PRODUCTS.,30.18,CERAMIC PRODUCTS.,17.67
2007-02-01,70,GLASS AND GLASSWARE.,26.59,GLASS AND GLASSWARE.,23.42
2007-02-01,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",1372.67,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",1216.66
2007-02-01,72,IRON AND STEEL,631.39,IRON AND STEEL,444.19
2007-02-01,73,ARTICLES OF IRON OR STEEL,274.5,ARTICLES OF IRON OR STEEL,300.12
2007-02-01,74,COPPER AND ARTICLES THEREOF.,93.21,COPPER AND ARTICLES THEREOF.,215.7
2007-02-01,75,NICKEL AND ARTICLES THEREOF.,73.93,NICKEL AND ARTICLES THEREOF.,3.31
2007-02-01,76,ALUMINIUM AND ARTICLES THEREOF.,99.45,ALUMINIUM AND ARTICLES THEREOF.,69.64
2007-02-01,78,LEAD AND ARTICLES THEREOF.,19.23,LEAD AND ARTICLES THEREOF.,5.13
2007-02-01,79,ZINC AND ARTICLES THEREOF.,43.03,ZINC AND ARTICLES THEREOF.,56.03
2007-02-01,80,TIN AND ARTICLES THEREOF.,5.17,TIN AND ARTICLES THEREOF.,0.91
2007-02-01,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,10.06,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,4.83
2007-02-01,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",42.31,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",43.61
2007-02-01,83,MISCELLANEOUS ARTICLES OF BASE METAL.,16.76,MISCELLANEOUS ARTICLES OF BASE METAL.,23.6
2007-02-01,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1565.48,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",433.01
2007-02-01,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1258.72,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",364.4
2007-02-01,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",14.29,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",10.17
2007-02-01,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",115.47,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",296.03
2007-02-01,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",199.28,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.52
2007-02-01,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",207.7,"SHIPS, BOATS AND FLOATING STRUCTURES.",57.72
2007-02-01,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",271.94,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",65.67
2007-02-01,91,CLOCKS AND WATCHES AND PARTS THEREOF.,8.68,CLOCKS AND WATCHES AND PARTS THEREOF.,3.66
2007-02-01,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.73,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.95
2007-02-01,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.07,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.01
2007-02-01,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",35.88,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",39.14
2007-02-01,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",12.01,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",9.11
2007-02-01,96,MISCELLANEOUS MANUFACTURED ARTICLES.,14.31,MISCELLANEOUS MANUFACTURED ARTICLES.,15.65
2007-02-01,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,4.0,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,36.21
2007-02-01,98,PROJECT GOODS; SOME SPECIAL USES.,132.97,PROJECT GOODS; SOME SPECIAL USES.,7.66
2007-02-01,99,MISCELLANEOUS GOODS.,56.82,MISCELLANEOUS GOODS.,157.02
2007-03-01,1,LIVE ANIMALS.,0.06,LIVE ANIMALS.,0.55
2007-03-01,2,MEAT AND EDIBLE MEAT OFFAL.,0.02,MEAT AND EDIBLE MEAT OFFAL.,72.71
2007-03-01,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2.23,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",133.96
2007-03-01,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",1.32,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",14.36
2007-03-01,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.49,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.69
2007-03-01,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.49,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,23.84
2007-03-01,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,119.19,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,62.9
2007-03-01,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,56.63,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,105.57
2007-03-01,9,"COFFEE, TEA, MATE AND SPICES.",17.46,"COFFEE, TEA, MATE AND SPICES.",130.4
2007-03-01,10,CEREALS.,13.16,CEREALS.,208.45
2007-03-01,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.77,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.49
2007-03-01,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",10.7,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",77.99
2007-03-01,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",4.89,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",33.62
2007-03-01,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.26,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2.79
2007-03-01,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,182.34,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,28.05
2007-03-01,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.12,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",9.21
2007-03-01,17,SUGARS AND SUGAR CONFECTIONERY.,4.1,SUGARS AND SUGAR CONFECTIONERY.,104.7
2007-03-01,18,COCOA AND COCOA PREPARATIONS.,3.95,COCOA AND COCOA PREPARATIONS.,0.68
2007-03-01,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.27,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",14.47
2007-03-01,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",3.6,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",21.16
2007-03-01,21,MISCELLANEOUS EDIBLE PREPARATIONS.,3.18,MISCELLANEOUS EDIBLE PREPARATIONS.,20.87
2007-03-01,22,"BEVERAGES, SPIRITS AND VINEGAR.",9.4,"BEVERAGES, SPIRITS AND VINEGAR.",5.54
2007-03-01,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,9.7,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,178.26
2007-03-01,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.82,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,44.27
2007-03-01,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",86.79,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",150.18
2007-03-01,26,"ORES, SLAG AND ASH.",482.16,"ORES, SLAG AND ASH.",556.33
2007-03-01,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",5413.08,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1653.57
2007-03-01,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",216.07,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",91.27
2007-03-01,29,ORGANIC CHEMICALS,547.25,ORGANIC CHEMICALS,589.3
2007-03-01,30,PHARMACEUTICAL PRODUCTS,68.38,PHARMACEUTICAL PRODUCTS,352.42
2007-03-01,31,FERTILISERS.,84.01,FERTILISERS.,0.85
2007-03-01,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",53.18,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",101.79
2007-03-01,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",19.73,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",56.34
2007-03-01,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",20.82,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",12.53
2007-03-01,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,9.45,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,18.83
2007-03-01,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.88,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,4.24
2007-03-01,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,27.32,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,1.87
2007-03-01,38,MISCELLANEOUS CHEMICAL PRODUCTS.,121.3,MISCELLANEOUS CHEMICAL PRODUCTS.,134.29
2007-03-01,39,PLASTIC AND ARTICLES THEREOF.,283.52,PLASTIC AND ARTICLES THEREOF.,230.4
2007-03-01,40,RUBBER AND ARTICLES THEREOF.,121.38,RUBBER AND ARTICLES THEREOF.,106.8
2007-03-01,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,35.62,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,66.38
2007-03-01,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",3.91,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",98.35
2007-03-01,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.15,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.07
2007-03-01,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,119.83,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,14.57
2007-03-01,45,CORK AND ARTICLES OF CORK.,0.49,CORK AND ARTICLES OF CORK.,0.07
2007-03-01,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.05,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",1.47
2007-03-01,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,66.63,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.05
2007-03-01,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",98.63,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",38.32
2007-03-01,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",77.67,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",33.52
2007-03-01,50,SILK,29.12,SILK,29.28
2007-03-01,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",28.67,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",8.87
2007-03-01,52,COTTON.,46.46,COTTON.,410.22
2007-03-01,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,8.18,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,9.68
2007-03-01,54,MAN-MADE FILAMENTS.,31.68,MAN-MADE FILAMENTS.,92.42
2007-03-01,55,MAN-MADE STAPLE FIBRES.,14.69,MAN-MADE STAPLE FIBRES.,116.26
2007-03-01,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",6.63,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",10.62
2007-03-01,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,3.88,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,100.53
2007-03-01,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,5.48,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,13.89
2007-03-01,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",34.07,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",9.96
2007-03-01,60,KNITTED OR CROCHETED FABRICS.,9.49,KNITTED OR CROCHETED FABRICS.,8.14
2007-03-01,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",2.66,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",320.66
2007-03-01,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",5.27,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",528.52
2007-03-01,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,11.48,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,188.94
2007-03-01,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",11.11,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",112.7
2007-03-01,65,HEADGEAR AND PARTS THEREOF.,0.16,HEADGEAR AND PARTS THEREOF.,0.86
2007-03-01,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",1.6,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.03
